Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
300,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,44895
300,2015,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1013,35070
300,2015,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1013,42395
300,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,34195
300,2015,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,40570
300,2016,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,38095
300,2016,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1013,35595
300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,45190
300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,Sedan,31,19,1013,32260
300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,37755
300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,41055
300,2016,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1013,36090
300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,31,19,1013,42690
300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,Sedan,31,19,1013,38555
300,2016,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,Sedan,31,19,1013,35255
300,2016,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,38590
300,2016,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,34760
300,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,41135
300,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,45270
300,2017,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,38670
300,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,30,19,1013,38635
300,2017,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,30,19,1013,36170
300,2017,regular unleaded,300.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,38175
300,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Other,Large,Sedan,30,19,1013,32340
300,2017,regular unleaded,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,30,19,1013,42770
300,2017,regular unleaded,292.0,6.0,AUTOMATIC,all wheel drive,4.0,Other,Large,Sedan,27,18,1013,34840
300,2017,regular unleaded,300.0,6.0,AUTOMATIC,rear wheel drive,4.0,Performance,Large,Sedan,30,19,1013,35675
300M,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1013,32065
300M,2002,premium unleaded (required),250.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,24,16,1013,28540
300M,2003,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,16,1013,32315
300M,2003,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,16,1013,28885
300M,2004,regular unleaded,250.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,16,1013,29185
300M,2004,premium unleaded (required),255.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Large,Sedan,25,16,1013,32615
300ZX,1994,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,22,16,2009,2847
300ZX,1994,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,16,2009,2488
300ZX,1994,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,22,16,2009,2683
300ZX,1994,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,16,2009,2553
300ZX,1995,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,16,2009,3049
300ZX,1995,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,17,2009,2774
300ZX,1995,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,17,2009,2702
300ZX,1995,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,22,17,2009,3101
300ZX,1996,regular unleaded,300.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,16,2009,3510
300ZX,1996,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,17,2009,3107
300ZX,1996,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Convertible,22,17,2009,3624
300ZX,1996,regular unleaded,222.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,22,17,2009,3185
323,1992,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,586,2000
323,1993,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,586,2000
323,1993,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,32,24,586,2000
323,1994,regular unleaded,82.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,586,2000
350-Class,1990,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Large,Sedan,23,19,617,2144
350-Class,1990,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Large,Sedan,23,19,617,2098
350-Class,1991,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Large,Sedan,23,19,617,2178
350-Class,1991,diesel,134.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Diesel,Luxury",Large,Sedan,23,19,617,2311
350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,36550
350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,41250
350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,24,17,2009,30600
350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,24,17,2009,37100
350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,18,2009,27900
350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,18,2009,32700
350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,40250
350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,35550
350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,18,2009,36100
350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,24,17,2009,33200
350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,37900
350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,18,2009,29600
350Z,2007,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,25,18,2009,38070
350Z,2007,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,38900
350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,24,17,2009,33840
350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,38630
350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,39630
350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,24,17,2009,37740
350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,41980
350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,36280
350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,18,2009,36740
350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,40980
350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,25,18,2009,38680
350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,18,2009,28510
350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,18,2009,30210
350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,24,17,2009,31210
350Z,2008,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,25,18,2009,33340
350Z,2008,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,37280
350Z,2009,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,41570
350Z,2009,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,36870
350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,42570
350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,37870
350Z,2009,regular unleaded,306.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,39220
350Z,2009,regular unleaded,306.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,23,17,2009,40220
360,2002,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,15,10,2774,160829
360,2002,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,15,10,2774,140615
360,2002,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,15,10,2774,150694
360,2002,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,15,10,2774,170829
360,2003,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,15,10,2774,165986
360,2003,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,15,10,2774,154090
360,2003,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,15,10,2774,143860
360,2003,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,15,10,2774,176287
360,2004,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,15,10,2774,157767
360,2004,premium unleaded (required),425.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,15,10,2774,187124
360,2004,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,15,10,2774,147332
360,2004,premium unleaded (required),400.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,15,10,2774,169900
360,2004,premium unleaded (required),400.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,15,10,2774,180408
370Z,2015,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,46790
370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,48100
370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009,29990
370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,18,2009,41820
370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009,31290
370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009,34870
370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009,33570
370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,18,2009,46570
370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009,37970
370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009,37070
370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,18,2009,49400
370Z,2015,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,45270
370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009,39270
370Z,2015,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,18,2009,45490
370Z,2015,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,18,2009,41990
370Z,2015,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009,38370
370Z,2015,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,43290
370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,18,2009,41820
370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,48100
370Z,2016,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,43290
370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009,39270
370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009,34870
370Z,2016,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,18,2009,41990
370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009,38370
370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,45270
370Z,2016,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,18,2009,45490
370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009,29990
370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,18,2009,46570
370Z,2016,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,46790
370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,18,2009,49400
370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009,37070
370Z,2016,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009,31290
370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009,37970
370Z,2016,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009,33570
370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009,37970
370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009,38370
370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009,34870
370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009,29990
370Z,2017,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,18,2009,45490
370Z,2017,premium unleaded (required),350.0,6.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,18,2009,41990
370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,45270
370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009,33570
370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,24,17,2009,48100
370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009,39270
370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,18,2009,46570
370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,18,2009,49400
370Z,2017,premium unleaded (required),332.0,6.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,18,2009,37070
370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Convertible,25,18,2009,41820
370Z,2017,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,46790
370Z,2017,premium unleaded (required),350.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,High-Performance",Compact,Coupe,26,19,2009,43290
370Z,2017,premium unleaded (required),332.0,6.0,AUTOMATIC,rear wheel drive,2.0,High-Performance,Compact,Coupe,26,19,2009,31290
3,2015,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Performance,Compact,Sedan,37,25,586,25045
3,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Compact,Sedan,39,28,586,26095
3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,41,30,586,23795
3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,Sedan,41,29,586,19595
3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,Sedan,41,29,586,18445
3,2015,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,Performance,Compact,Sedan,37,25,586,23845
3,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,37,27,586,25395
3,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Performance,Compact,Sedan,39,28,586,24895
3,2015,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,35,26,586,25545
3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,30,586,24295
3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,41,30,586,19495
3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,29,586,20095
3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,30,586,19995
3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,30,586,21145
3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,29,586,23245
3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,Sedan,41,29,586,16945
3,2015,regular unleaded,184.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,35,26,586,24345
3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,41,30,586,20645
3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,29,586,18945
3,2015,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,37,27,586,26595
3,2015,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,Sedan,41,29,586,22745
3,2015,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,41,30,586,17995
3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Other,Compact,Sedan,41,29,586,22545
3,2016,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Other,Compact,Sedan,41,30,586,21095
3,2016,regular unleaded,184.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,37,27,586,25495
3,2016,regular unleaded,155.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,29,586,20745
3,2016,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,40,30,586,24295
